workout_log_id,member_id,workout_date,workout_time,exercise_name,exercise_type,muscle_group,difficulty,sets_completed,reps_per_set,weight_kg,duration_minutes,calories_burned,intensity_level,heart_rate_avg,notes
WL00008786,MEM001489,2024-03-26,13:07:00,Side-lying leg adduction scissor,strength,adductors,intermediate,2,18,33.0,61,353.1,Low,158.0,Good progress
WL00008787,MEM001697,2024-03-07,09:25:00,Wrist Roller,strength,forearms,beginner,2,17,101.0,23,142.9,Low,114.0,Challenging but rewarding
WL00008788,MEM000235,2024-02-14,07:27:00,Seated Single-Leg Calf Press - Gethin Variation,strength,calves,intermediate,3,8,131.0,39,156.3,High,115.0,
WL00008789,MEM000822,2024-03-02,09:53:00,Smith Machine Calf Raise,strength,calves,intermediate,5,9,26.4,27,130.5,Very High,152.0,
WL00008790,MEM000711,2024-06-09,05:03:00,Snatch Deadlift,olympic_weightlifting,hamstrings,beginner,2,12,0.0,20,81.1,Very High,,Personal best!
WL00008791,MEM002414,2024-08-31,18:20:00,Reverse Band Box Squat,powerlifting,quadriceps,intermediate,4,10,0.0,70,257.6,Moderate,117.0,
WL00008792,MEM000956,2024-01-17,15:17:00,Suspended Hip Thrust,strength,glutes,beginner,3,14,45.7,42,265.7,Low,172.0,Challenging but rewarding
WL00008793,MEM000922,2024-05-19,22:32:00,Seated Head Harness Neck Resistance,strength,neck,beginner,3,10,49.0,73,572.9,Low,106.0,Challenging but rewarding
WL00008794,MEM000436,2024-02-05,19:06:00,Clean Deadlift,olympic_weightlifting,hamstrings,beginner,3,7,0.0,17,122.7,High,,Personal best!
WL00008795,MEM001797,2024-02-09,06:46:00,Rocky Pull-Ups/Pulldowns,strength,lats,beginner,3,17,35.0,83,420.8,High,119.0,
WL00008796,MEM002433,2024-01-30,18:49:00,Back extension,strength,lower_back,intermediate,2,20,109.5,21,158.3,High,138.0,Challenging but rewarding
WL00008797,MEM000269,2024-04-30,21:07:00,Palms-down wrist curl over bench,strength,forearms,intermediate,4,20,13.6,26,134.4,Very High,135.0,Felt strong today
WL00008798,MEM001707,2024-02-22,16:08:00,Smith Machine Calf Raise,strength,calves,intermediate,4,13,70.9,35,140.5,Low,125.0,Felt strong today
WL00008799,MEM001949,2024-11-03,14:30:00,Smith machine single-arm shrug,strength,traps,intermediate,2,6,129.4,66,400.7,High,179.0,Felt strong today
WL00008800,MEM000386,2024-08-19,11:03:00,Lateral cone hop,plyometrics,adductors,intermediate,5,16,0.0,75,355.2,High,174.0,Challenging but rewarding
WL00008801,MEM000780,2024-03-13,20:59:00,Single-arm lateral raise,strength,shoulders,intermediate,2,17,114.3,16,118.3,Very High,,Great workout!
WL00008802,MEM001022,2024-08-07,12:57:00,Smith machine single-arm shrug,strength,traps,intermediate,5,20,29.2,67,443.2,Moderate,138.0,Personal best!
WL00008803,MEM000161,2024-03-23,17:34:00,Suspended Hip Thrust,strength,glutes,beginner,5,8,22.4,57,320.1,Moderate,106.0,Personal best!
WL00008804,MEM000168,2024-03-06,06:05:00,Lateral Band Walk,strength,abductors,intermediate,5,17,10.2,59,280.4,High,141.0,Felt strong today
WL00008805,MEM000592,2024-09-18,11:19:00,Jumping rope,cardio,quadriceps,intermediate,4,9,0.0,29,216.2,Very High,139.0,
WL00008806,MEM001070,2024-09-08,13:45:00,Single-Leg Press,strength,quadriceps,intermediate,5,17,94.6,46,330.4,Low,156.0,Felt strong today
WL00008807,MEM000274,2024-02-24,10:56:00,Single-arm cable triceps extension,strength,triceps,intermediate,2,11,116.6,71,461.8,Low,101.0,Personal best!
WL00008808,MEM002315,2024-08-10,13:07:00,One-Arm Long Bar Row,strength,middle_back,intermediate,5,8,62.2,30,180.1,Very High,139.0,Felt strong today
WL00008809,MEM002252,2024-08-11,07:15:00,Side Neck Stretch,stretching,neck,intermediate,3,13,0.0,25,168.9,Very High,113.0,Good progress
WL00008810,MEM002490,2024-07-10,21:20:00,Exercise ball rear delt fly,strength,lower_back,intermediate,2,19,93.9,33,129.5,High,109.0,Challenging but rewarding
WL00008811,MEM002394,2024-07-25,18:59:00,Band Hip Adductions,strength,adductors,beginner,2,8,116.0,23,150.3,Low,105.0,
WL00008812,MEM000692,2024-10-12,18:41:00,Pushups,strength,chest,intermediate,4,7,103.7,71,561.1,Very High,135.0,Personal best!
WL00008813,MEM000138,2024-07-24,07:18:00,Walking High Knee,strength,glutes,intermediate,5,7,131.0,25,146.8,Low,106.0,Good progress
WL00008814,MEM002090,2024-06-12,14:48:00,Wide-grip barbell curl,strength,biceps,beginner,5,14,119.7,58,302.1,Moderate,150.0,Challenging but rewarding
WL00008815,MEM002368,2024-12-02,18:18:00,Isometric Neck Exercise - Sides,strength,neck,beginner,2,11,24.7,41,254.6,Moderate,155.0,Personal best!
WL00008816,MEM001366,2024-03-19,07:16:00,Triceps Pushdown - Rope Attachment,strength,triceps,intermediate,3,12,134.3,53,160.1,Low,161.0,Challenging but rewarding
WL00008817,MEM000406,2024-03-30,07:37:00,Barbell Curl,strength,biceps,intermediate,4,12,108.1,39,147.3,Low,108.0,Personal best!
WL00008818,MEM000514,2024-01-24,16:37:00,Side Leg Raises,stretching,adductors,beginner,4,11,0.0,63,343.2,Moderate,178.0,Challenging but rewarding
WL00008819,MEM001551,2024-07-26,19:27:00,Shotgun row,strength,lats,intermediate,5,7,44.2,65,256.6,High,142.0,Challenging but rewarding
WL00008820,MEM002299,2024-05-25,08:42:00,Single Leg Push-off,plyometrics,quadriceps,beginner,4,7,0.0,31,201.4,Very High,128.0,Great workout!
WL00008821,MEM001659,2024-09-04,17:15:00,Palms-down wrist curl over bench,strength,forearms,intermediate,2,13,86.2,60,247.5,Moderate,101.0,Personal best!
WL00008822,MEM000207,2024-09-15,17:47:00,Power Clean from Blocks,olympic_weightlifting,hamstrings,beginner,2,6,0.0,38,259.6,High,104.0,Great workout!
WL00008823,MEM001943,2024-10-07,15:35:00,Spider crawl,strength,abdominals,intermediate,2,15,128.7,87,285.4,High,179.0,
WL00008824,MEM001901,2024-08-01,21:28:00,Dumbbell Flyes,strength,chest,intermediate,3,18,99.6,60,420.4,Moderate,112.0,Good progress
WL00008825,MEM001089,2024-08-20,21:08:00,Thigh adductor,strength,adductors,intermediate,5,20,142.8,17,53.6,Very High,,Felt strong today
WL00008826,MEM001502,2024-10-25,18:16:00,Standing Calf Raises,strength,calves,beginner,2,6,5.5,41,207.1,Very High,134.0,Challenging but rewarding
WL00008827,MEM000848,2024-09-17,20:53:00,Reverse Band Box Squat,powerlifting,quadriceps,intermediate,3,7,0.0,32,237.4,Very High,154.0,Good progress
WL00008828,MEM001766,2024-04-16,12:17:00,Partner Superman with alternating high-five,strength,lower_back,beginner,2,7,75.3,20,65.7,High,,
WL00008829,MEM001401,2024-08-29,12:49:00,Stair climber,cardio,quadriceps,intermediate,4,19,0.0,70,321.2,Moderate,104.0,Personal best!
WL00008830,MEM001814,2024-01-18,11:15:00,Lateral Band Walk,strength,abductors,intermediate,3,16,55.4,30,123.9,Very High,147.0,Challenging but rewarding
WL00008831,MEM000752,2024-08-10,15:34:00,Glute ham raise-,strength,hamstrings,beginner,2,6,44.7,18,136.6,Very High,,Great workout!
WL00008832,MEM001446,2024-06-24,07:32:00,Single-arm inverted row,strength,traps,intermediate,2,18,37.0,32,127.7,Very High,169.0,Challenging but rewarding
WL00008833,MEM001186,2024-08-16,06:20:00,Reverse-grip bent-over row,strength,middle_back,intermediate,4,19,131.6,38,162.7,Very High,180.0,Good progress
WL00008834,MEM002189,2024-02-02,19:04:00,Around-the-world pull-up,strength,lats,beginner,5,18,100.3,22,105.7,High,128.0,Challenging but rewarding
WL00008835,MEM000568,2024-05-13,15:14:00,Around-the-world pull-up,strength,lats,beginner,3,8,27.6,57,249.2,Low,100.0,Challenging but rewarding
WL00008836,MEM002435,2024-11-12,05:19:00,Barbell deficit deadlift,powerlifting,lower_back,beginner,4,12,0.0,63,316.8,Low,143.0,
WL00008837,MEM001381,2024-08-20,09:40:00,Standing dumbbell upright row,strength,traps,intermediate,2,18,85.7,69,347.0,Very High,144.0,Personal best!
WL00008838,MEM000515,2024-11-04,15:08:00,Seated Calf Raise - Gethin Variation,strength,calves,intermediate,4,7,76.2,36,250.3,Low,123.0,Felt strong today
WL00008839,MEM002002,2024-07-16,21:52:00,Reverse Grip Triceps Pushdown,strength,triceps,intermediate,5,7,90.6,37,137.7,Very High,152.0,Personal best!
WL00008840,MEM000742,2024-09-28,06:40:00,Bent Over Two-Arm Long Bar Row,strength,middle_back,intermediate,3,18,66.3,39,260.5,Moderate,126.0,Challenging but rewarding
WL00008841,MEM000996,2024-03-06,12:12:00,Reverse-grip bent-over row,strength,middle_back,intermediate,2,13,131.7,26,100.5,Very High,133.0,Challenging but rewarding
WL00008842,MEM000169,2024-03-22,10:41:00,Biceps curl to shoulder press,strength,biceps,beginner,3,9,53.0,43,289.7,Moderate,167.0,
WL00008843,MEM001875,2024-09-30,17:03:00,Clean and press,strength,shoulders,intermediate,3,10,87.7,39,223.3,Moderate,117.0,Personal best!
WL00008844,MEM002203,2024-10-25,13:57:00,One-Arm Long Bar Row,strength,middle_back,intermediate,2,19,42.1,21,78.5,Moderate,126.0,
WL00008845,MEM000019,2024-11-13,15:47:00,Band Hip Adductions,strength,adductors,beginner,4,8,77.7,63,310.5,High,167.0,
WL00008846,MEM002103,2024-02-24,17:54:00,Seated barbell shoulder press,strength,shoulders,intermediate,3,8,44.1,44,182.2,High,163.0,Great workout!
WL00008847,MEM000208,2024-07-22,12:15:00,Suspended ab fall-out,strength,abdominals,intermediate,5,9,10.5,45,173.3,Low,159.0,Personal best!
WL00008848,MEM001852,2024-05-24,17:01:00,Seated Dumbbell Press,strength,shoulders,intermediate,2,18,130.3,84,582.4,High,167.0,Good progress
WL00008849,MEM001245,2024-10-18,06:13:00,Barbell walking lunge,strength,quadriceps,intermediate,2,16,148.9,43,149.5,Very High,142.0,Good progress
WL00008850,MEM002138,2024-11-03,10:51:00,Assisted Chin-Up,strength,lats,beginner,5,12,114.2,30,96.0,Low,131.0,Challenging but rewarding
WL00008851,MEM001815,2024-05-26,22:29:00,Seated Dumbbell Press,strength,shoulders,intermediate,5,19,143.8,19,144.6,Very High,,Challenging but rewarding
WL00008852,MEM000351,2024-05-01,22:28:00,Smith machine shrug,strength,traps,intermediate,4,12,117.3,48,278.3,High,164.0,
WL00008853,MEM001341,2024-09-23,06:27:00,Isometric Neck Exercise - Front And Back,strength,neck,beginner,5,6,39.1,71,560.6,High,147.0,
WL00008854,MEM001888,2024-05-13,13:59:00,Isometric Neck Exercise - Front And Back,strength,neck,beginner,5,12,134.0,88,454.0,High,161.0,Good progress
WL00008855,MEM000997,2024-06-10,06:37:00,Standing dumbbell shoulder press,strength,shoulders,intermediate,2,11,64.3,22,144.8,Very High,163.0,Good progress
WL00008856,MEM002293,2024-11-18,16:43:00,Palms-down wrist curl over bench,strength,forearms,intermediate,3,13,98.4,83,491.6,Low,141.0,Challenging but rewarding
WL00008857,MEM001929,2024-10-09,05:30:00,HM Right Leg Swing,stretching,abductors,intermediate,5,16,0.0,48,273.2,Moderate,163.0,
WL00008858,MEM000372,2024-10-04,07:01:00,Triceps dip,strength,triceps,intermediate,5,9,110.5,63,465.8,Low,143.0,Challenging but rewarding
WL00008859,MEM001480,2024-11-06,07:07:00,Thigh adductor,strength,adductors,intermediate,5,10,84.1,48,322.2,High,129.0,Felt strong today
WL00008860,MEM000551,2024-08-29,07:27:00,Biceps curl to shoulder press,strength,biceps,beginner,5,12,66.5,87,571.2,Very High,117.0,Felt strong today
WL00008861,MEM002016,2024-05-22,12:38:00,Concentration curl,strength,biceps,intermediate,3,15,74.9,35,246.7,Very High,171.0,Felt strong today
WL00008862,MEM000167,2024-02-11,21:05:00,Single-Leg Press,strength,quadriceps,intermediate,2,19,21.7,17,62.4,High,,Good progress
WL00008863,MEM001685,2024-07-13,06:18:00,Pushups,strength,chest,intermediate,5,19,58.1,41,174.6,High,107.0,Great workout!
WL00008864,MEM000363,2024-03-03,17:37:00,Isometric Neck Exercise - Sides,strength,neck,beginner,3,16,86.4,20,108.9,Low,,Good progress
WL00008865,MEM000683,2024-08-16,10:42:00,Natural Glute Ham Raise,strength,hamstrings,beginner,5,6,128.7,51,358.7,High,148.0,Great workout!
WL00008866,MEM002196,2024-09-05,11:30:00,Seated Cable Rows,strength,middle_back,intermediate,2,10,146.9,45,340.0,Low,114.0,Good progress
WL00008867,MEM002283,2024-04-07,13:19:00,Single-arm lateral raise,strength,shoulders,intermediate,4,11,53.5,90,568.3,High,138.0,Personal best!
WL00008868,MEM001788,2024-10-27,17:18:00,Reverse Band Box Squat,powerlifting,quadriceps,intermediate,4,8,0.0,56,330.1,Moderate,135.0,Good progress
WL00008869,MEM000907,2024-11-02,09:49:00,Reverse Band Box Squat,powerlifting,quadriceps,intermediate,3,16,0.0,31,200.9,Moderate,160.0,Good progress
WL00008870,MEM002036,2024-07-23,06:12:00,EZ-Bar Skullcrusher,strength,triceps,intermediate,5,10,84.8,71,325.2,Moderate,146.0,Personal best!
WL00008871,MEM001935,2024-06-07,16:45:00,Single-arm kettlebell push-press,strength,shoulders,intermediate,2,19,42.7,59,315.5,High,176.0,Challenging but rewarding
WL00008872,MEM000679,2024-06-26,21:02:00,Barbell deficit deadlift,powerlifting,lower_back,beginner,2,9,0.0,30,115.8,Low,144.0,
WL00008873,MEM001249,2024-02-27,17:02:00,Seated barbell shoulder press,strength,shoulders,intermediate,2,11,35.5,61,417.1,Moderate,169.0,Good progress
WL00008874,MEM002305,2024-07-31,08:37:00,Landmine twist,strength,abdominals,intermediate,5,11,99.6,72,315.3,Moderate,133.0,Challenging but rewarding
WL00008875,MEM002039,2024-06-30,21:04:00,Power Snatch,olympic_weightlifting,hamstrings,beginner,4,7,0.0,56,189.6,Moderate,118.0,
WL00008876,MEM001847,2024-03-28,06:10:00,Seated barbell shoulder press,strength,shoulders,intermediate,3,17,87.9,58,317.7,Moderate,157.0,Great workout!
WL00008877,MEM000164,2024-11-05,05:39:00,Reverse Band Box Squat,powerlifting,quadriceps,intermediate,5,18,0.0,57,393.7,Moderate,124.0,Challenging but rewarding
WL00008878,MEM001447,2024-08-17,21:40:00,Back extension,strength,lower_back,intermediate,3,20,30.2,67,303.5,Very High,122.0,Personal best!
WL00008879,MEM000494,2024-11-27,05:20:00,Concentration curl,strength,biceps,intermediate,5,18,15.4,37,204.3,High,143.0,Good progress
WL00008880,MEM000239,2024-03-19,20:00:00,Barbell Curl,strength,biceps,intermediate,3,8,110.5,75,283.7,Moderate,160.0,Personal best!
WL00008881,MEM000357,2024-07-23,17:50:00,Reverse-grip bent-over row,strength,middle_back,intermediate,4,15,21.4,44,335.6,Low,136.0,Good progress
WL00008882,MEM000802,2024-04-12,21:39:00,Thigh adductor,strength,adductors,intermediate,5,10,75.6,29,133.4,Moderate,145.0,Good progress
WL00008883,MEM002155,2024-01-27,07:53:00,Pushups,strength,chest,intermediate,3,12,45.8,33,174.9,Very High,133.0,Great workout!
WL00008884,MEM001865,2024-05-24,21:24:00,FYR Thigh Killa,strength,abductors,intermediate,4,9,114.4,39,161.0,Low,120.0,Great workout!
WL00008885,MEM001594,2024-05-09,13:22:00,Seated One-Arm Dumbbell Palms-Up Wrist Curl,strength,forearms,beginner,2,17,122.3,59,197.7,Very High,174.0,Challenging but rewarding
WL00008886,MEM001056,2024-05-22,13:07:00,Lateral Band Walk,strength,abductors,intermediate,5,7,94.9,28,170.2,Low,103.0,
WL00008887,MEM002333,2024-02-16,17:51:00,Lateral box jump,plyometrics,adductors,intermediate,4,11,0.0,16,82.7,Low,,Good progress
WL00008888,MEM001887,2024-01-23,18:03:00,Standing Dumbbell Calf Raise,strength,calves,intermediate,5,8,142.9,87,306.2,Very High,113.0,Good progress
WL00008889,MEM000046,2024-05-29,20:29:00,Seated Head Harness Neck Resistance,strength,neck,beginner,4,17,79.5,33,101.1,High,132.0,Good progress
WL00008890,MEM002411,2024-02-22,09:08:00,Palms-down wrist curl over bench,strength,forearms,intermediate,2,15,88.7,58,325.9,Very High,135.0,Great workout!
WL00008891,MEM002148,2024-07-26,10:05:00,Standing Dumbbell Shrug - Gethin Variation,strength,traps,intermediate,4,19,75.1,87,579.3,Moderate,165.0,Great workout!
WL00008892,MEM000677,2024-11-19,12:54:00,Standing Dumbbell Calf Raise,strength,calves,intermediate,4,13,136.4,26,128.1,Low,105.0,Felt strong today
WL00008893,MEM001097,2024-01-10,20:00:00,Seated Calf Raise - Gethin Variation,strength,calves,intermediate,2,6,123.0,42,166.8,Moderate,142.0,Great workout!
WL00008894,MEM000883,2024-07-10,17:16:00,Barbell Bench Press - Medium Grip,strength,chest,intermediate,4,13,94.3,58,241.4,Moderate,108.0,
WL00008895,MEM000529,2024-04-16,19:59:00,Single-arm dumbbell row,strength,traps,intermediate,5,15,14.6,55,272.0,Low,146.0,Great workout!
WL00008896,MEM002490,2024-10-14,19:38:00,Thigh adductor,strength,adductors,intermediate,4,6,69.7,68,481.4,Low,161.0,Personal best!
WL00008897,MEM002232,2024-04-25,21:46:00,Reverse-grip bent-over row,strength,middle_back,intermediate,5,10,62.4,54,416.3,Low,127.0,Challenging but rewarding
WL00008898,MEM002068,2024-11-19,19:39:00,Dumbbell front raise to lateral raise,strength,shoulders,intermediate,5,16,25.8,22,70.4,Low,143.0,Good progress
WL00008899,MEM000429,2024-07-11,21:50:00,Decline EZ-bar skullcrusher,strength,triceps,intermediate,2,12,99.6,27,127.0,Moderate,157.0,Felt strong today
WL00008900,MEM000350,2024-04-03,21:49:00,T-Bar Row with Handle,strength,middle_back,intermediate,2,6,67.3,74,480.9,Very High,164.0,Good progress
WL00008901,MEM002473,2024-09-29,22:55:00,HM Straddle Stretch,stretching,abductors,intermediate,2,18,0.0,22,138.3,Very High,132.0,Challenging but rewarding
WL00008902,MEM001395,2024-09-02,10:55:00,Palms-down wrist curl over bench,strength,forearms,intermediate,4,8,84.6,73,335.1,Low,113.0,
WL00008903,MEM001168,2024-06-08,21:34:00,HM Right Side-Kick,stretching,abductors,intermediate,3,18,0.0,89,609.5,High,159.0,
WL00008904,MEM002298,2024-10-27,12:35:00,Barbell Bench Press - Medium Grip,strength,chest,intermediate,3,14,103.8,43,187.0,Low,128.0,Personal best!
WL00008905,MEM001846,2024-02-27,22:06:00,Standing dumbbell shoulder press,strength,shoulders,intermediate,4,6,58.1,50,238.3,Moderate,141.0,Personal best!
WL00008906,MEM001836,2024-11-22,21:01:00,Dumbbell farmer's walk,strongman,forearms,intermediate,4,6,0.0,30,204.0,High,127.0,Personal best!
WL00008907,MEM002162,2024-12-13,07:07:00,Biceps curl to shoulder press,strength,biceps,beginner,3,19,90.4,32,129.5,High,158.0,
WL00008908,MEM001146,2024-09-09,14:05:00,Standing dumbbell upright row,strength,traps,intermediate,5,15,134.6,27,102.3,Very High,178.0,
WL00008909,MEM001644,2024-10-09,08:41:00,Clean and press,strength,shoulders,intermediate,4,9,149.2,90,522.6,Low,138.0,
WL00008910,MEM002018,2024-02-27,16:00:00,Romanian Deadlift from Deficit,olympic_weightlifting,hamstrings,beginner,3,19,0.0,36,158.6,Very High,132.0,Good progress
WL00008911,MEM001574,2024-04-03,22:28:00,Stair climber,cardio,quadriceps,intermediate,3,18,0.0,54,195.1,Low,121.0,Personal best!
WL00008912,MEM000363,2024-02-21,06:55:00,One-Arm Dumbbell Row,strength,middle_back,intermediate,2,12,123.2,57,445.8,Moderate,118.0,Great workout!
WL00008913,MEM001024,2024-10-31,18:11:00,Decline EZ-bar skullcrusher,strength,triceps,intermediate,3,10,148.4,21,111.5,Very High,126.0,Felt strong today
WL00008914,MEM001615,2024-08-18,10:34:00,EZ-Bar Curl,strength,biceps,intermediate,4,15,137.9,59,288.2,High,130.0,Personal best!
WL00008915,MEM001693,2024-05-05,22:08:00,Isometric Neck Exercise - Front And Back,strength,neck,beginner,3,7,19.6,37,120.2,Low,147.0,Personal best!
WL00008916,MEM001965,2024-02-22,12:34:00,Cross-over jack,strength,abductors,intermediate,2,16,149.0,71,346.2,Low,131.0,Challenging but rewarding
WL00008917,MEM002304,2024-01-30,18:07:00,Lateral box jump,plyometrics,adductors,intermediate,3,15,0.0,28,193.7,Very High,112.0,Personal best!
WL00008918,MEM000344,2024-06-14,20:44:00,Palms-up wrist curl over bench,strength,forearms,intermediate,5,12,27.4,78,544.4,High,170.0,
WL00008919,MEM000695,2024-02-11,21:21:00,Weighted bench dip,strength,triceps,intermediate,2,14,105.4,57,392.0,Low,103.0,Felt strong today
WL00008920,MEM000436,2024-02-08,17:18:00,Smith Machine Calf Raise,strength,calves,intermediate,2,14,27.9,72,304.2,Low,174.0,Challenging but rewarding
WL00008921,MEM000125,2024-06-16,05:01:00,Exercise ball rear delt fly,strength,lower_back,intermediate,4,19,146.0,42,188.4,Low,125.0,Good progress
WL00008922,MEM000513,2024-01-09,22:37:00,Barbell Curl,strength,biceps,intermediate,4,14,141.0,53,240.6,High,156.0,Felt strong today
WL00008923,MEM000116,2024-02-11,22:52:00,HM Straddle Stretch,stretching,abductors,intermediate,5,14,0.0,80,570.7,High,126.0,Felt strong today
